,Date_imp,Category_name,name,price,merchant,brand,currency,weight
113,2017-07-26 21:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,64.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
114,2017-03-10 22:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,58.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
115,2017-06-01 17:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
116,2017-06-01 19:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
117,2017-05-01 15:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
118,2017-05-10 20:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
119,2017-05-09 15:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
120,2017-04-26 09:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
121,2017-05-18 08:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
122,2017-03-31 08:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
123,2017-03-30 10:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
124,2017-03-22 20:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
125,2017-03-15 17:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
126,2017-03-05 08:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
127,2017-03-04 10:00:00,"speaker, portable, bluetooth",Outdoor Tech Buckshot Pro Bluetooth Speaker,57.99,Bestbuy.com,Outdoor Tech,USD,6.7 ounces
128,2017-12-12 19:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.99,Walmart.com,WD,USD,1.32 lb
129,2017-07-23 07:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,90.71,Walmart.com,WD,USD,1.32 lb
130,2017-12-08 09:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,bhphotovideo.com,WD,USD,1.32 lb
131,2017-12-08 10:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,bhphotovideo.com,WD,USD,1.32 lb
132,2017-12-05 21:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,bhphotovideo.com,WD,USD,1.32 lb
133,2017-11-18 17:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,84.99,bhphotovideo.com,WD,USD,1.32 lb
134,2017-10-17 17:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,USD,1.32 lb
135,2017-09-22 09:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,USD,1.32 lb
136,2017-09-20 18:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,USD,1.32 lb
137,2017-08-22 14:00:00,"drive, storage, internal",2TB Red 5400 rpm SATA III 3.5 Internal NAS HDD,89.95,bhphotovideo.com,WD,USD,1.32 lb
